start,goal,range,ASP_improve_time,Astar_time,RRTStar_time
"(0, 0)","(70, 70)",20,0.016581058502197266,0.004643678665161133,0.0015246868133544922
"(0, 0)","(70, 70)",20,0.04244637489318848,0.005044221878051758,-10
"(0, 0)","(70, 70)",20,0.0039904117584228516,0.0024902820587158203,0.00038433074951171875
"(0, 0)","(70, 70)",20,0.041466474533081055,0.007782936096191406,0.0009510517120361328
"(0, 0)","(70, 70)",20,0.00019240379333496094,0.0008194446563720703,0.0004315376281738281
"(0, 0)","(70, 70)",20,0.00018787384033203125,0.0008904933929443359,0.0007002353668212891
"(0, 0)","(70, 70)",20,0.0008795261383056641,0.0069162845611572266,0.0017192363739013672
"(0, 0)","(70, 70)",20,0.0005772113800048828,0.026343584060668945,0.004213809967041016
"(0, 0)","(70, 70)",20,0.00024318695068359375,0.0003383159637451172,0.0001819133758544922
"(0, 0)","(70, 70)",20,0.3309938907623291,0.28119969367980957,0.0057985782623291016
"(0, 0)","(70, 70)",20,0.00023555755615234375,0.0034554004669189453,0.0004971027374267578
